Id,LotArea,Street,Utilities,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,SaleCondition,SalePrice
972,2268,Pave,AllPub,Norm,Twnhs,2Story,7,5,2003,Gable,CompShg,VinylSd,Normal,173000
973,7892,Pave,AllPub,Norm,TwnhsE,1Story,6,5,1979,Gable,CompShg,Plywood,Normal,99500
974,11639,Pave,AllPub,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,CemntBd,Partial,182000
975,11414,Pave,AllPub,RRAn,1Fam,2Story,7,8,1910,Gable,CompShg,HdBoard,Normal,167500
976,2651,Pave,AllPub,Norm,Twnhs,2Story,7,5,2000,Gable,CompShg,MetalSd,Normal,165000
977,5900,Pave,AllPub,Norm,1Fam,1Story,4,7,1923,Gable,CompShg,Wd Sdng,Normal,85500
978,4274,Pave,AllPub,Norm,TwnhsE,1Story,7,5,2006,Gable,CompShg,VinylSd,Partial,199900
979,9450,Pave,AllPub,Norm,1Fam,1Story,4,5,1954,Gable,CompShg,MetalSd,Abnorml,110000
980,8816,Pave,AllPub,Feedr,1Fam,1Story,5,6,1963,Gable,CompShg,VinylSd,Normal,139000
981,12122,Pave,AllPub,Norm,1Fam,SFoyer,7,9,1961,Gable,CompShg,CemntBd,Normal,178400
982,12203,Pave,AllPub,Norm,1Fam,2Story,8,5,1998,Hip,CompShg,VinylSd,Normal,336000
983,3182,Pave,AllPub,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,Normal,159895
984,11250,Pave,AllPub,Norm,1Fam,2Story,8,5,2002,Gable,CompShg,CemntBd,Normal,255900
985,10125,Pave,AllPub,Norm,Duplex,1.5Fin,5,5,1977,Gable,CompShg,Plywood,Normal,126000
986,10880,Pave,AllPub,Norm,2fmCon,1Story,5,5,1950,Gable,CompShg,MetalSd,Normal,125000
987,5310,Pave,AllPub,Feedr,1Fam,1.5Fin,6,8,1910,Hip,CompShg,VinylSd,Normal,117000
988,10159,Pave,AllPub,Norm,1Fam,1Story,9,5,2009,Hip,CompShg,VinylSd,Partial,395192
989,12046,Pave,AllPub,Norm,1Fam,2Story,6,6,1976,Gable,CompShg,Plywood,Normal,195000
990,8125,Pave,AllPub,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,Partial,197000
991,9452,Pave,AllPub,Norm,1Fam,2Story,8,5,1997,Gable,CompShg,VinylSd,Normal,348000
992,17671,Pave,AllPub,Artery,1Fam,2Story,8,9,1882,Gable,CompShg,Wd Sdng,Normal,168000
993,9760,Pave,AllPub,Norm,1Fam,2Story,6,8,1964,Hip,CompShg,Wd Sdng,Normal,187000
994,8846,Pave,AllPub,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,Partial,173900
995,12456,Pave,AllPub,Norm,1Fam,1Story,10,5,2006,Hip,CompShg,CemntBd,Normal,337500
996,4712,Pave,AllPub,Feedr,1Fam,1.5Fin,4,7,1946,Gable,CompShg,MetalSd,Abnorml,121600
997,10659,Pave,AllPub,Norm,1Fam,1Story,5,6,1961,Hip,CompShg,Wd Sdng,Normal,136500
998,11717,Pave,AllPub,PosA,1Fam,1Story,6,6,1970,Hip,CompShg,HdBoard,Normal,185000
999,9786,Pave,AllPub,Norm,1Fam,1Story,3,4,1922,Hip,CompShg,Wd Sdng,Normal,91000
1000,6762,Pave,AllPub,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,Normal,206000
1001,10206,Pave,AllPub,Norm,1Fam,1Story,3,3,1952,Flat,Tar&Grv,BrkComm,Normal,82000
1002,5400,Pave,AllPub,Norm,1Fam,1Story,5,6,1920,Gable,CompShg,Wd Sdng,Abnorml,86000
1003,11957,Pave,AllPub,RRAn,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,Normal,232000
1004,11500,Pave,AllPub,Feedr,Duplex,1Story,5,6,1976,Gable,CompShg,VinylSd,Normal,136905
1005,3182,Pave,AllPub,Norm,TwnhsE,1Story,7,5,2005,Gable,CompShg,VinylSd,Normal,181000
1006,8385,Pave,AllPub,Norm,1Fam,SLvl,5,8,1977,Gable,CompShg,HdBoard,Normal,149900
1007,12155,Pave,AllPub,PosN,1Fam,1Story,6,3,1970,Gable,CompShg,Plywood,Normal,163500
1008,2217,Pave,AllPub,Norm,TwnhsE,2Story,4,4,1970,Gable,CompShg,CemntBd,Normal,88000
1009,12118,Pave,AllPub,Norm,1Fam,1Story,7,5,2004,Hip,CompShg,VinylSd,Normal,240000
1010,6000,Pave,AllPub,Norm,1Fam,1.5Fin,5,5,1926,Gable,CompShg,Wd Sdng,Normal,102000
1011,21286,Pave,AllPub,Norm,1Fam,1.5Fin,5,5,1948,Gable,CompShg,Wd Sdng,Normal,135000
1012,9825,Pave,AllPub,Norm,Duplex,1Story,5,5,1965,Hip,CompShg,AsphShn,Normal,100000
1013,10592,Pave,AllPub,Norm,1Fam,2Story,6,7,1923,Hip,CompShg,Wd Sdng,Normal,165000
1014,7200,Pave,AllPub,Norm,1Fam,1Story,5,4,1910,Hip,CompShg,MetalSd,Normal,85000
1015,11664,Pave,AllPub,Artery,1Fam,1Story,6,5,1948,Gable,CompShg,MetalSd,Normal,119200
1016,8400,Pave,AllPub,Norm,1Fam,2Story,8,6,2001,Gable,CompShg,VinylSd,Normal,227000
1017,11883,Pave,AllPub,Norm,1Fam,1Story,7,5,1996,Hip,CompShg,VinylSd,Normal,203000
1018,5814,Pave,AllPub,Norm,TwnhsE,1Story,8,5,1984,Gable,CompShg,HdBoard,Abnorml,187500
1019,10784,Pave,AllPub,Norm,1Fam,SLvl,7,5,1991,Gable,CompShg,HdBoard,Normal,160000
1020,3013,Pave,AllPub,Norm,TwnhsE,1Story,7,5,2005,Gable,CompShg,VinylSd,Normal,213490
1021,7024,Pave,AllPub,Norm,1Fam,1Story,4,5,2005,Gable,CompShg,VinylSd,Normal,176000
1022,7406,Pave,AllPub,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,Partial,194000
1023,9439,Pave,AllPub,Norm,1Fam,1.5Fin,5,5,1930,Gable,CompShg,Wd Sdng,Normal,87000
1024,3182,Pave,AllPub,Norm,TwnhsE,1Story,7,5,2005,Gable,CompShg,VinylSd,Normal,191000
1025,15498,Pave,AllPub,Norm,1Fam,1Story,8,6,1976,Hip,WdShake,Stone,Abnorml,287000
1026,7700,Pave,AllPub,Norm,1Fam,1Story,5,5,1972,Gable,CompShg,VinylSd,Normal,112500
1027,9300,Pave,AllPub,Feedr,1Fam,1Story,5,5,1960,Gable,CompShg,MetalSd,Normal,167500
1028,9520,Pave,AllPub,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,Partial,293077
1029,9492,Pave,AllPub,Artery,1Fam,1.5Fin,5,5,1941,Gable,CompShg,WdShing,Normal,105000
1030,1680,Pave,AllPub,Norm,Twnhs,2Story,6,7,1972,Gable,CompShg,HdBoard,Normal,118000
1031,7082,Pave,AllPub,Norm,2fmCon,2Story,5,8,1916,Gable,CompShg,VinylSd,Normal,160000
1032,15863,Pave,AllPub,Norm,1Fam,2.5Fin,7,3,1920,Gable,CompShg,Wd Sdng,Normal,197000
1033,14541,Pave,AllPub,Norm,1Fam,2Story,8,7,1993,Gable,CompShg,MetalSd,Abnorml,310000
1034,8125,Pave,AllPub,Norm,1Fam,1Story,7,5,2002,Gable,CompShg,VinylSd,Normal,230000
1035,6305,Pave,AllPub,Norm,1Fam,1Story,5,7,1938,Gable,CompShg,MetalSd,Normal,119750
1036,11500,Pave,AllPub,Norm,1Fam,1Story,4,3,1957,Gable,CompShg,Wd Sdng,Normal,84000
1037,12898,Pave,AllPub,Norm,1Fam,1Story,9,5,2007,Hip,CompShg,VinylSd,Normal,315500
1038,9240,Pave,AllPub,Norm,1Fam,2Story,8,5,2001,Gable,CompShg,VinylSd,Normal,287000
1039,1533,Pave,AllPub,Norm,Twnhs,2Story,4,6,1970,Gable,CompShg,CemntBd,Normal,97000
1040,1477,Pave,AllPub,Norm,TwnhsE,SFoyer,4,4,1970,Gable,CompShg,CemntBd,Normal,80000
1041,13125,Pave,AllPub,Norm,1Fam,1Story,5,4,1957,Gable,CompShg,Wd Sdng,Normal,155000
1042,9130,Pave,AllPub,Feedr,1Fam,2Story,6,8,1966,Hip,CompShg,HdBoard,Normal,173000
1043,5381,Pave,AllPub,Norm,Twnhs,1Story,6,5,2005,Gable,CompShg,VinylSd,Normal,196000
1044,11839,Pave,AllPub,Norm,1Fam,2Story,7,5,1990,Hip,CompShg,HdBoard,Normal,262280
1045,9600,Pave,AllPub,PosN,1Fam,1Story,8,5,1981,Hip,WdShngl,BrkFace,Normal,278000
1046,13680,Pave,AllPub,Norm,1Fam,1Story,3,5,1955,Hip,CompShg,BrkFace,Normal,139600
1047,16056,Pave,AllPub,Norm,1Fam,2Story,9,5,2005,Hip,CompShg,CemntBd,Partial,556581
1048,9245,Pave,AllPub,Norm,1Fam,1Story,5,5,1994,Gable,CompShg,VinylSd,Normal,145000
1049,21750,Pave,AllPub,Norm,1Fam,1Story,5,4,1960,Hip,CompShg,HdBoard,Normal,115000
1050,11100,Pave,AllPub,Norm,1Fam,1Story,4,7,1946,Gable,CompShg,MetalSd,Abnorml,84900
1051,8993,Pave,AllPub,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,Partial,176485
1052,11175,Pave,AllPub,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,Partial,200141
1053,9500,Pave,AllPub,Artery,1Fam,2Story,6,6,1964,Gable,CompShg,VinylSd,Normal,165000
1054,8562,Pave,AllPub,Norm,1Fam,1Story,5,6,1957,Hip,CompShg,HdBoard,Normal,144500
1055,11367,Pave,AllPub,Norm,1Fam,2Story,8,5,2002,Gable,CompShg,VinylSd,Normal,255000
1056,11361,Pave,AllPub,Norm,1Fam,1Story,6,5,1976,Gable,CompShg,Plywood,Abnorml,180000
1057,7052,Pave,AllPub,Norm,TwnhsE,1Story,7,5,2005,Gable,CompShg,VinylSd,Normal,185850
1058,29959,Pave,AllPub,Norm,1Fam,2Story,7,6,1994,Gable,CompShg,HdBoard,Normal,248000
1059,11308,Pave,AllPub,Norm,1Fam,2Story,9,5,2008,Gable,CompShg,VinylSd,Normal,335000
1060,11275,Pave,AllPub,Norm,1Fam,1.5Fin,6,7,1932,Gable,CompShg,MetalSd,Normal,220000
1061,4920,Pave,AllPub,Norm,TwnhsE,1Story,8,5,2001,Gable,CompShg,CemntBd,Normal,213500
1062,18000,Grvl,AllPub,Norm,1Fam,1Story,3,4,1935,Gable,CompShg,MetalSd,Normal,81000
1063,13600,Pave,AllPub,Norm,2fmCon,2Story,5,5,1900,Gable,CompShg,Wd Sdng,Normal,90000
1064,6000,Pave,AllPub,Artery,1Fam,1Story,6,6,1925,Gable,CompShg,MetalSd,Normal,110500
1065,11000,Pave,AllPub,Norm,1Fam,1Story,5,6,1966,Gable,CompShg,Plywood,Normal,154000
1066,14000,Pave,AllPub,Norm,1Fam,2Story,7,5,1996,Gable,CompShg,Wd Sdng,Normal,328000
1067,7837,Pave,AllPub,Norm,1Fam,2Story,6,7,1993,Gable,CompShg,VinylSd,Normal,178000
1068,9760,Pave,AllPub,Norm,1Fam,2Story,6,6,1964,Gable,CompShg,HdBoard,Normal,167900
1069,3964,Pave,AllPub,Norm,TwnhsE,2Story,6,4,1973,Gable,CompShg,CemntBd,Normal,151400
1070,9600,Pave,AllPub,Norm,1Fam,1.5Unf,5,7,1949,Gable,CompShg,MetalSd,Normal,135000
1071,10152,Pave,AllPub,Norm,1Fam,1Story,5,5,1956,Hip,CompShg,MetalSd,Normal,135000
1072,11700,Pave,AllPub,RRAn,1Fam,2Story,6,6,1968,Gable,CompShg,MetalSd,Normal,154000
1073,7585,Pave,AllPub,Artery,1Fam,1.5Fin,5,3,1948,Gable,CompShg,MetalSd,Normal,91500
1074,7950,Pave,AllPub,Norm,1Fam,2Story,6,6,1977,Hip,CompShg,HdBoard,Normal,159500
1075,8556,Pave,AllPub,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,Normal,194000
1076,13125,Pave,AllPub,Norm,1Fam,2Story,7,6,1940,Gable,CompShg,Wd Sdng,Normal,219500
1077,10800,Pave,AllPub,Norm,1Fam,1.5Fin,5,8,1936,Gable,CompShg,Wd Sdng,Normal,170000
1078,15870,Pave,AllPub,Norm,1Fam,1Story,5,5,1969,Gable,CompShg,VinylSd,Abnorml,138800
1079,4435,Pave,AllPub,Norm,TwnhsE,1Story,6,5,2004,Gable,CompShg,VinylSd,Normal,155900
1080,8775,Pave,AllPub,Norm,1Fam,1Story,5,5,1994,Gable,CompShg,VinylSd,Normal,126000
1081,11040,Pave,AllPub,Norm,1Fam,1Story,6,7,1971,Gable,CompShg,VinylSd,Abnorml,145000
1082,7500,Pave,AllPub,Feedr,1Fam,1Story,5,5,1963,Gable,CompShg,HdBoard,Normal,133000
1083,8749,Pave,AllPub,Norm,1Fam,1Story,7,5,2002,Gable,CompShg,VinylSd,Normal,192000
1084,8800,Pave,AllPub,Norm,1Fam,1Story,6,6,1964,Hip,CompShg,HdBoard,Normal,160000
1085,13031,Pave,AllPub,Norm,1Fam,2Story,6,5,1995,Gable,CompShg,HdBoard,Normal,187500
1086,9069,Pave,AllPub,Norm,1Fam,SFoyer,6,6,1992,Gable,CompShg,HdBoard,Normal,147000
1087,1974,Pave,AllPub,Norm,TwnhsE,2Story,4,5,1973,Gable,CompShg,CemntBd,Normal,83500
1088,10574,Pave,AllPub,Norm,1Fam,2Story,8,5,2005,Gable,CompShg,VinylSd,Normal,252000
1089,2522,Pave,AllPub,Norm,Twnhs,2Story,7,5,2004,Gable,CompShg,VinylSd,Normal,137500
1090,3316,Pave,AllPub,Norm,TwnhsE,1Story,8,5,2005,Gable,CompShg,MetalSd,Normal,197000
1091,8544,Pave,AllPub,Norm,Duplex,1Story,3,4,1950,Gable,CompShg,BrkFace,Normal,92900
1092,2160,Pave,AllPub,Norm,Twnhs,2Story,7,5,1999,Gable,CompShg,MetalSd,Normal,160000
1093,8400,Pave,AllPub,Norm,1Fam,1.5Fin,6,5,1925,Gable,CompShg,MetalSd,Normal,136500
1094,9230,Pave,AllPub,Feedr,1Fam,1Story,5,8,1965,Hip,CompShg,MetalSd,Normal,146000
1095,5868,Pave,AllPub,Norm,1Fam,1Story,5,7,1956,Gable,CompShg,MetalSd,Normal,129000
1096,9317,Pave,AllPub,Norm,1Fam,1Story,6,5,2006,Gable,CompShg,VinylSd,Normal,176432
1097,6882,Pave,AllPub,Norm,1Fam,2Story,6,7,1914,Gable,CompShg,Wd Sdng,Normal,127000
1098,3696,Pave,AllPub,Norm,TwnhsE,1Story,8,5,1986,Gable,CompShg,HdBoard,Normal,170000
1099,6000,Pave,AllPub,Norm,1Fam,1.5Fin,4,6,1936,Gable,CompShg,MetalSd,Normal,128000
1100,11880,Pave,AllPub,RRAn,1Fam,1Story,7,5,1978,Gable,CompShg,Plywood,Abnorml,157000
1101,8400,Pave,AllPub,Norm,1Fam,1Story,2,5,1920,Gable,CompShg,Wd Sdng,Normal,60000
1102,9758,Pave,AllPub,Norm,1Fam,1Story,5,5,1971,Gable,CompShg,HdBoard,Normal,119500
1103,7000,Pave,AllPub,Norm,1Fam,1Story,5,7,1960,Gable,CompShg,Wd Sdng,Family,135000
1104,8910,Pave,AllPub,Norm,1Fam,1Story,6,6,1959,Hip,CompShg,BrkFace,Normal,159500
1105,2016,Pave,AllPub,Norm,TwnhsE,2Story,5,5,1970,Gable,CompShg,HdBoard,Normal,106000
1106,12256,Pave,AllPub,Norm,1Fam,2Story,8,5,1994,Gable,CompShg,HdBoard,Normal,325000
1107,10357,Pave,AllPub,Feedr,1Fam,1Story,7,5,1990,Hip,CompShg,HdBoard,Normal,179900
1108,23257,Pave,AllPub,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,Partial,274725
1109,8063,Pave,AllPub,Norm,1Fam,2Story,6,5,2000,Gable,CompShg,VinylSd,Abnorml,181000
1110,11362,Pave,AllPub,Norm,1Fam,1Story,8,5,2004,Gable,CompShg,MetalSd,Normal,280000
1111,8000,Pave,AllPub,Norm,1Fam,2Story,6,5,1995,Gable,CompShg,HdBoard,Normal,188000
1112,10480,Pave,AllPub,Norm,1Fam,2Story,7,6,1976,Hip,CompShg,Plywood,Normal,205000
1113,7100,Pave,AllPub,Norm,1Fam,1Story,5,7,1957,Gable,CompShg,WdShing,Normal,129900
1114,8923,Pave,AllPub,Norm,1Fam,1Story,5,7,1953,Gable,CompShg,Wd Sdng,Normal,134500
1115,5400,Pave,AllPub,Norm,1Fam,1Story,5,7,1954,Gable,CompShg,MetalSd,Normal,117000
1116,12085,Pave,AllPub,Norm,1Fam,1Story,8,5,2007,Hip,CompShg,VinylSd,Partial,318000
1117,7750,Pave,AllPub,Norm,1Fam,SLvl,8,5,2002,Hip,CompShg,VinylSd,Normal,184100
1118,9764,Pave,AllPub,Feedr,1Fam,1Story,5,7,1967,Gable,CompShg,VinylSd,Normal,130000
1119,13825,Pave,AllPub,Norm,1Fam,SLvl,5,6,1958,Gable,CompShg,MetalSd,Normal,140000
1120,7560,Pave,AllPub,Norm,1Fam,1Story,5,5,1959,Gable,CompShg,BrkFace,Normal,133700
1121,8263,Pave,AllPub,Norm,1Fam,1Story,6,5,1920,Gable,CompShg,BrkFace,Normal,118400
1122,10084,Pave,AllPub,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,Partial,212900
1123,8926,Pave,AllPub,Norm,1Fam,1Story,4,3,1956,Gable,CompShg,AsbShng,Abnorml,112000
1124,9405,Pave,AllPub,Norm,1Fam,1Story,5,9,1947,Hip,CompShg,VinylSd,Normal,118000
1125,9125,Pave,AllPub,Norm,1Fam,SLvl,7,5,1992,Gable,CompShg,HdBoard,Normal,163900
1126,10434,Pave,AllPub,Norm,1Fam,1Story,4,5,1955,Gable,CompShg,Plywood,Normal,115000
1127,3684,Pave,AllPub,Norm,TwnhsE,1Story,7,5,2007,Hip,CompShg,VinylSd,Normal,174000
1128,14572,Pave,AllPub,Norm,1Fam,1Story,7,5,2004,Hip,CompShg,VinylSd,Family,259000
1129,11796,Pave,AllPub,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,Normal,215000
1130,7200,Pave,AllPub,Norm,Duplex,SFoyer,5,5,1980,Gable,CompShg,MetalSd,Normal,140000
1131,7804,Pave,AllPub,Norm,1Fam,1.5Fin,4,3,1928,Gable,CompShg,WdShing,Normal,135000
1132,10712,Pave,AllPub,Norm,1Fam,1Story,5,5,1991,Gable,CompShg,HdBoard,Abnorml,93500
1133,9900,Pave,AllPub,Norm,1Fam,2Story,6,4,1880,Gable,CompShg,Wd Sdng,Normal,117500
1134,9828,Pave,AllPub,Norm,1Fam,2Story,8,5,1995,Gable,CompShg,VinylSd,Normal,239500
1135,8773,Pave,AllPub,Norm,1Fam,2Story,6,5,1997,Gable,CompShg,VinylSd,Normal,169000
1136,6180,Pave,AllPub,Norm,1Fam,1Story,6,5,1926,Gable,CompShg,Wd Sdng,Normal,102000
1137,9600,Pave,AllPub,Norm,1Fam,1.5Fin,6,5,1950,Gable,CompShg,VinylSd,Abnorml,119000
1138,6342,Pave,AllPub,Feedr,1Fam,1.5Fin,5,8,1875,Gable,CompShg,VinylSd,Normal,94000
1139,9819,Pave,AllPub,Norm,1Fam,1Story,6,5,1977,Gable,CompShg,Plywood,Normal,196000
1140,8731,Pave,AllPub,Norm,1Fam,1Story,5,5,1920,Gable,CompShg,Stucco,Normal,144000
1141,7350,Pave,AllPub,Norm,1Fam,1Story,5,7,1951,Gable,CompShg,HdBoard,Abnorml,139000
1142,10304,Pave,AllPub,PosN,1Fam,2Story,5,7,1976,Gable,CompShg,Plywood,Normal,197500
1143,9965,Pave,AllPub,Norm,1Fam,2Story,8,5,2006,Hip,CompShg,VinylSd,Partial,424870
1144,9000,Pave,AllPub,Norm,1Fam,1Story,5,3,1959,Gable,CompShg,Wd Sdng,Normal,80000
1145,12180,Pave,AllPub,Norm,2fmCon,1.5Fin,4,4,1941,Gable,CompShg,MetalSd,Normal,80000
1146,6240,Pave,AllPub,Norm,1Fam,1.5Fin,5,6,1928,Gable,CompShg,MetalSd,Family,149000
1147,11200,Pave,AllPub,Norm,1Fam,1Story,6,5,1985,Gable,CompShg,Wd Sdng,Normal,180000
1148,12000,Pave,AllPub,Norm,1Fam,2Story,7,7,1941,Gable,CompShg,MetalSd,Normal,174500
1149,5700,Pave,AllPub,Norm,1Fam,1.5Fin,7,7,1926,Gable,CompShg,Wd Sdng,Normal,116900
1150,9000,Pave,AllPub,Artery,1Fam,2Story,7,9,1920,Hip,CompShg,VinylSd,Normal,143000
1151,8280,Pave,AllPub,Norm,1Fam,1Story,6,5,1950,Gable,CompShg,BrkFace,Normal,124000
1152,17755,Pave,AllPub,Norm,1Fam,1Story,5,4,1959,Gable,CompShg,HdBoard,Normal,149900
1153,14115,Pave,AllPub,Norm,1Fam,1Story,6,7,1956,Gable,CompShg,Stone,Abnorml,230000
1154,5890,Pave,AllPub,Norm,1Fam,1Story,6,8,1930,Gable,CompShg,Wd Sdng,Normal,120500
1155,13700,Pave,AllPub,Norm,1Fam,2Story,7,6,1965,Gable,CompShg,VinylSd,Normal,201800
1156,10768,Pave,AllPub,Norm,1Fam,1Story,5,8,1976,Gable,CompShg,Plywood,Normal,218000
1157,9350,Pave,AllPub,Norm,1Fam,SLvl,5,8,1965,Gable,CompShg,BrkFace,Normal,179900
1158,5001,Pave,AllPub,Norm,Twnhs,1Story,7,5,2007,Gable,CompShg,VinylSd,Normal,230000
1159,11932,Pave,AllPub,Feedr,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,Partial,235128
1160,9120,Pave,AllPub,Norm,1Fam,2Story,6,6,1974,Hip,CompShg,HdBoard,Normal,185000
1161,2280,Pave,AllPub,Norm,Twnhs,2Story,6,5,1978,Gable,CompShg,Plywood,Normal,146000
1162,14778,Pave,AllPub,PosN,1Fam,1Story,6,7,1954,Hip,CompShg,HdBoard,Normal,224000
1163,8724,Pave,AllPub,Norm,1Fam,1Story,5,5,1968,Gable,CompShg,VinylSd,Normal,129000
1164,12900,Pave,AllPub,Feedr,Duplex,SFoyer,4,4,1969,Gable,CompShg,Plywood,Alloca,108959
1165,16157,Pave,AllPub,Feedr,1Fam,SLvl,5,7,1978,Gable,CompShg,Plywood,Normal,194000
1166,9541,Pave,AllPub,Norm,1Fam,1Story,7,5,2009,Gable,CompShg,VinylSd,Partial,233170
1167,10475,Pave,AllPub,Norm,1Fam,1Story,8,5,2008,Gable,CompShg,VinylSd,Normal,245350
1168,10852,Pave,AllPub,RRAn,1Fam,2Story,6,5,2000,Gable,CompShg,VinylSd,Normal,173000
1169,13728,Pave,AllPub,Norm,1Fam,2Story,6,7,1935,Hip,CompShg,Stucco,Normal,235000
1170,35760,Pave,AllPub,Norm,1Fam,2Story,10,5,1995,Hip,CompShg,HdBoard,Normal,625000
1171,9880,Pave,AllPub,Norm,1Fam,SLvl,6,6,1977,Gable,CompShg,Plywood,Normal,171000
1172,9120,Pave,AllPub,Norm,1Fam,1Story,6,6,1958,Hip,CompShg,MetalSd,Normal,163000
1173,4017,Pave,AllPub,Norm,TwnhsE,2Story,7,5,2006,Gable,CompShg,MetalSd,Normal,171900
1174,18030,Pave,AllPub,Norm,1Fam,1.5Fin,5,6,1946,Gable,CompShg,MetalSd,Normal,200500
1175,16560,Pave,AllPub,Norm,1Fam,2Story,6,8,1932,Gable,CompShg,Wd Sdng,Normal,239000
1176,10678,Pave,AllPub,Norm,1Fam,1.5Fin,8,5,1992,Hip,CompShg,HdBoard,Normal,285000
1177,6951,Pave,AllPub,Norm,1Fam,1Story,5,5,1984,Gable,CompShg,HdBoard,Normal,119500
1178,3950,Pave,AllPub,Artery,1Fam,1.5Fin,6,8,1926,Gable,CompShg,MetalSd,Normal,115000
1179,7681,Pave,AllPub,Norm,1Fam,1.5Fin,5,6,1921,Gable,CompShg,Wd Sdng,Normal,154900
1180,8335,Pave,AllPub,Norm,1Fam,1Story,5,5,1954,Gable,CompShg,Wd Sdng,Normal,93000
1181,11170,Pave,AllPub,Norm,1Fam,2Story,7,5,1990,Gable,CompShg,MetalSd,Normal,250000
1182,5587,Pave,AllPub,Norm,TwnhsE,1Story,8,5,2008,Hip,CompShg,CemntBd,Partial,392500
1183,15623,Pave,AllPub,Norm,1Fam,2Story,10,5,1996,Hip,CompShg,Wd Sdng,Abnorml,745000
1184,10800,Pave,AllPub,Norm,1Fam,1Story,5,6,1920,Hip,CompShg,Stucco,Normal,120000
1185,35133,Grvl,AllPub,Norm,1Fam,1Story,5,4,1963,Hip,CompShg,MetalSd,Normal,186700
1186,9738,Pave,AllPub,Norm,1Fam,1.5Fin,5,7,1924,Gable,CompShg,AsbShng,Normal,104900
1187,10615,Pave,AllPub,Artery,2fmCon,2Story,3,5,1900,Gable,CompShg,HdBoard,Abnorml,95000
1188,12461,Pave,AllPub,Norm,1Fam,1Story,8,5,1994,Gable,CompShg,ImStucc,Normal,262000
1189,8935,Pave,AllPub,Norm,1Fam,2Story,7,5,2002,Gable,CompShg,VinylSd,Normal,195000
1190,7500,Pave,AllPub,Norm,1Fam,2Story,7,5,1999,Gable,CompShg,VinylSd,Normal,189000
1191,32463,Pave,AllPub,Norm,2fmCon,1Story,4,4,1961,Gable,CompShg,MetalSd,Normal,168000
1192,2645,Pave,AllPub,Norm,Twnhs,2Story,8,5,1999,Gable,CompShg,MetalSd,Normal,174000
1193,9600,Pave,AllPub,Norm,1Fam,1.5Fin,5,8,1925,Gambrel,CompShg,VinylSd,Normal,125000
1194,4500,Pave,AllPub,Norm,TwnhsE,1Story,6,5,1999,Hip,CompShg,VinylSd,Normal,165000
1195,9364,Pave,AllPub,Norm,1Fam,2Story,6,7,1969,Gable,CompShg,HdBoard,Normal,158000
1196,8029,Pave,AllPub,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,Normal,176000
1197,14054,Pave,AllPub,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,Partial,219210
1198,8850,Pave,AllPub,Norm,1Fam,2.5Unf,7,6,1916,Gable,CompShg,MetalSd,Normal,144000
1199,9100,Pave,AllPub,Norm,1Fam,1Story,7,5,2001,Gable,CompShg,VinylSd,Normal,178000
1200,11235,Pave,AllPub,Norm,1Fam,1Story,4,5,1963,Gable,CompShg,HdBoard,Normal,148000
1201,9353,Pave,AllPub,Norm,1Fam,1Story,4,5,1970,Gable,CompShg,MetalSd,Abnorml,116050
1202,10400,Pave,AllPub,Norm,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,Normal,197900
1203,6000,Pave,AllPub,Norm,1Fam,1.5Fin,5,8,1925,Gable,CompShg,Wd Sdng,Normal,117000
1204,9750,Pave,AllPub,Norm,1Fam,1Story,7,5,2000,Gable,CompShg,VinylSd,Normal,213000
1205,10140,Pave,AllPub,Norm,1Fam,1Story,5,6,1975,Gable,CompShg,HdBoard,Normal,153500
1206,14684,Pave,AllPub,Norm,1Fam,1Story,7,7,1990,Hip,CompShg,HdBoard,Normal,271900
1207,8900,Pave,AllPub,Norm,1Fam,1Story,4,4,1966,Gable,CompShg,HdBoard,Normal,107000
1208,9135,Pave,AllPub,Norm,1Fam,1Story,6,5,2003,Gable,CompShg,VinylSd,Normal,200000
1209,7763,Pave,AllPub,Norm,1Fam,1Story,5,7,1962,Gable,CompShg,MetalSd,Normal,140000
1210,10182,Pave,AllPub,RRNn,1Fam,1Story,8,5,2006,Hip,CompShg,VinylSd,Partial,290000
